Days for shipping (real),Days for shipment (scheduled),Delivery Status,Shipping Mode,shipping date (DateOrders),Ship Id
3,4,Advance shipping,Standard Class,8/29/2016 9:50,575305
6,4,Late delivery,Standard Class,10/18/2016 21:30,496738
3,4,Advance shipping,Standard Class,9/12/2016 4:55,342856
4,4,Shipping on time,Standard Class,10/26/2016 1:31,670778
2,4,Advance shipping,Standard Class,12/8/2016 13:54,369639
3,4,Advance shipping,Standard Class,10/4/2016 14:41,893837
4,4,Shipping on time,Standard Class,1/22/2017 5:36,859854
6,4,Late delivery,Standard Class,11/12/2016 4:50,452217
3,4,Advance shipping,Standard Class,12/30/2016 5:59,791540
6,4,Late delivery,Standard Class,1/1/2017 20:31,714948
2,4,Advance shipping,Standard Class,12/2/2016 19:31,230869
3,4,Advance shipping,Standard Class,12/3/2016 18:06,725549
6,4,Late delivery,Standard Class,9/8/2016 2:17,159017
3,4,Advance shipping,Standard Class,9/4/2016 23:29,554151
3,4,Advance shipping,Standard Class,10/22/2016 15:22,883876
2,4,Advance shipping,Standard Class,12/5/2016 21:05,325262
5,4,Late delivery,Standard Class,11/21/2016 0:58,782900
6,4,Late delivery,Standard Class,10/4/2016 10:40,999122
4,4,Shipping on time,Standard Class,9/18/2016 11:23,946060
4,4,Shipping on time,Standard Class,1/16/2017 12:58,549015
2,4,Advance shipping,Standard Class,11/26/2016 18:07,500626
6,4,Late delivery,Standard Class,10/13/2016 20:38,709108
3,4,Advance shipping,Standard Class,11/6/2016 2:12,693423
3,4,Advance shipping,Standard Class,11/15/2016 20:56,305825
5,4,Late delivery,Standard Class,11/30/2016 2:10,434585
4,4,Shipping on time,Standard Class,10/13/2016 6:58,551027
2,4,Advance shipping,Standard Class,10/29/2016 15:42,167171
2,4,Advance shipping,Standard Class,9/13/2016 23:07,156105
5,4,Late delivery,Standard Class,10/26/2016 22:22,457354
5,4,Late delivery,Standard Class,10/12/2016 23:47,953833
3,4,Advance shipping,Standard Class,10/9/2016 15:33,882590
4,4,Shipping on time,Standard Class,12/20/2016 0:34,441783
6,4,Late delivery,Standard Class,9/27/2016 22:46,448875
2,4,Advance shipping,Standard Class,9/6/2016 14:12,704566
6,4,Late delivery,Standard Class,9/28/2016 4:01,120299
5,4,Late delivery,Standard Class,9/21/2016 0:31,705404
6,4,Late delivery,Standard Class,12/22/2016 18:47,280527
2,4,Advance shipping,Standard Class,11/12/2016 19:32,381919
2,4,Advance shipping,Standard Class,8/15/2017 17:03,760051
4,4,Shipping on time,Standard Class,9/16/2015 19:57,632149
2,4,Advance shipping,Standard Class,7/25/2017 9:33,137167
3,4,Advance shipping,Standard Class,6/10/2015 0:18,874004
6,4,Late delivery,Standard Class,7/9/2015 20:14,620087
4,4,Shipping on time,Standard Class,8/2/2015 13:53,412004
6,4,Late delivery,Standard Class,10/9/2016 18:32,661440
3,4,Advance shipping,Standard Class,11/21/2016 15:19,977674
5,4,Late delivery,Standard Class,6/21/2015 9:13,450020
3,4,Advance shipping,Standard Class,11/30/2016 9:32,542607
3,4,Advance shipping,Standard Class,10/2/2017 3:30,134583
2,4,Advance shipping,Standard Class,9/12/2017 22:58,974928
6,4,Late delivery,Standard Class,7/3/2015 15:20,451060
4,4,Shipping on time,Standard Class,6/25/2017 2:14,319639
3,4,Advance shipping,Standard Class,6/19/2015 6:46,900742
4,4,Shipping on time,Standard Class,11/17/2016 6:03,781248
5,4,Late delivery,Standard Class,9/24/2015 23:59,412785
6,4,Late delivery,Standard Class,6/26/2017 14:40,552519
2,4,Advance shipping,Standard Class,10/2/2015 11:10,759381
6,4,Late delivery,Standard Class,7/2/2015 9:33,793105
6,4,Late delivery,Standard Class,7/3/2017 18:20,495373
5,4,Late delivery,Standard Class,7/5/2015 0:47,530275
6,4,Late delivery,Standard Class,7/29/2015 7:56,582350
5,4,Late delivery,Standard Class,1/7/2017 4:34,438162
4,4,Shipping on time,Standard Class,10/24/2015 11:51,761303
4,4,Shipping on time,Standard Class,7/28/2017 5:31,239383
2,4,Advance shipping,Standard Class,10/1/2015 0:08,149572
3,4,Advance shipping,Standard Class,8/19/2015 7:12,568095
4,4,Shipping on time,Standard Class,9/13/2017 12:38,162959
2,4,Advance shipping,Standard Class,6/19/2015 13:57,380476
3,4,Advance shipping,Standard Class,9/12/2015 5:46,216011
3,4,Advance shipping,Standard Class,8/18/2015 20:42,940918
3,4,Advance shipping,Standard Class,9/12/2016 18:55,214298
3,4,Advance shipping,Standard Class,8/5/2015 3:22,603660
4,4,Shipping on time,Standard Class,9/10/2017 4:03,122503
3,4,Advance shipping,Standard Class,7/28/2015 21:57,322991
6,4,Late delivery,Standard Class,11/6/2016 13:57,355377
3,4,Advance shipping,Standard Class,8/22/2017 18:48,873563
5,4,Late delivery,Standard Class,7/1/2015 17:58,650120
4,4,Shipping on time,Standard Class,10/26/2015 11:09,790766
2,4,Advance shipping,Standard Class,7/18/2015 8:08,498556
2,4,Advance shipping,Standard Class,8/13/2017 1:59,666340
4,4,Shipping on time,Standard Class,1/17/2017 20:30,809483
2,4,Advance shipping,Standard Class,6/8/2015 1:10,221502
2,4,Advance shipping,Standard Class,7/10/2015 5:41,117082
5,4,Late delivery,Standard Class,9/30/2017 21:22,272589
4,4,Shipping on time,Standard Class,7/15/2017 10:58,358308
6,4,Late delivery,Standard Class,9/22/2015 10:29,522608
6,4,Late delivery,Standard Class,7/10/2017 9:45,511269
2,4,Advance shipping,Standard Class,9/28/2015 23:05,257232
2,4,Advance shipping,Standard Class,8/12/2015 1:58,149222
2,4,Advance shipping,Standard Class,10/15/2015 17:59,292820
6,4,Late delivery,Standard Class,9/1/2017 9:30,389260
6,4,Late delivery,Standard Class,9/28/2015 15:23,581577
6,4,Late delivery,Standard Class,9/26/2017 12:05,537399
5,4,Late delivery,Standard Class,7/3/2015 19:01,812468
6,4,Late delivery,Standard Class,9/25/2015 5:03,478067
6,4,Late delivery,Standard Class,7/1/2017 20:48,274648
2,4,Advance shipping,Standard Class,9/10/2015 6:39,974187
4,4,Shipping on time,Standard Class,8/2/2017 16:54,925692
5,4,Late delivery,Standard Class,10/3/2015 16:26,402486
6,4,Late delivery,Standard Class,7/15/2015 18:07,697128
2,4,Advance shipping,Standard Class,7/4/2015 4:18,705809
4,4,Shipping on time,Standard Class,1/3/2017 11:25,248492
2,4,Advance shipping,Standard Class,7/2/2017 1:00,135742
3,4,Advance shipping,Standard Class,6/10/2015 12:34,659605
4,4,Shipping on time,Standard Class,10/5/2015 10:39,677231
3,4,Advance shipping,Standard Class,6/24/2017 1:53,640999
5,4,Late delivery,Standard Class,9/27/2015 1:01,377065
5,4,Late delivery,Standard Class,7/27/2017 10:04,169958
3,4,Advance shipping,Standard Class,8/18/2015 10:11,665222
5,4,Late delivery,Standard Class,7/11/2015 7:26,717069
4,4,Shipping on time,Standard Class,10/12/2015 14:19,814517
6,4,Late delivery,Standard Class,9/23/2015 2:15,349942
6,4,Late delivery,Standard Class,7/11/2015 17:47,535896
5,4,Late delivery,Standard Class,8/6/2017 22:19,933044
2,4,Advance shipping,Standard Class,6/26/2015 21:07,318542
3,4,Advance shipping,Standard Class,7/19/2017 18:29,708089
6,4,Late delivery,Standard Class,7/25/2017 0:06,645253
5,4,Late delivery,Standard Class,9/6/2016 15:26,882550
5,4,Late delivery,Standard Class,9/29/2015 9:05,355910
2,4,Advance shipping,Standard Class,9/17/2016 14:43,638671
2,4,Advance shipping,Standard Class,11/17/2016 11:39,350603
2,4,Advance shipping,Standard Class,7/17/2017 22:52,916226
2,4,Advance shipping,Standard Class,9/16/2015 4:32,407897
4,4,Shipping on time,Standard Class,11/29/2016 15:50,519467
5,4,Late delivery,Standard Class,1/7/2017 9:50,266596
6,4,Late delivery,Standard Class,10/26/2015 5:32,169439
6,4,Late delivery,Standard Class,9/21/2017 14:44,259761
4,4,Shipping on time,Standard Class,9/28/2017 20:30,740323
5,4,Late delivery,Standard Class,6/12/2015 9:45,224774
3,4,Advance shipping,Standard Class,9/7/2017 14:55,698545
2,4,Advance shipping,Standard Class,9/9/2015 11:23,970095
3,4,Advance shipping,Standard Class,7/19/2015 10:14,313716
6,4,Late delivery,Standard Class,8/28/2017 14:25,761431
6,4,Late delivery,Standard Class,7/8/2017 17:27,736595
5,4,Late delivery,Standard Class,10/12/2015 14:08,897219
3,4,Advance shipping,Standard Class,7/28/2015 16:42,624653
3,4,Advance shipping,Standard Class,6/17/2015 10:58,470963
2,4,Advance shipping,Standard Class,10/18/2015 5:33,677647
6,4,Late delivery,Standard Class,7/13/2015 20:35,916370
6,4,Late delivery,Standard Class,9/30/2015 16:26,610393
6,4,Late delivery,Standard Class,8/6/2017 13:23,630713
5,4,Late delivery,Standard Class,8/19/2017 8:07,249845
2,4,Advance shipping,Standard Class,7/13/2015 19:31,845574
4,4,Shipping on time,Standard Class,9/8/2015 15:46,975601
4,4,Shipping on time,Standard Class,7/11/2015 19:53,605186
6,4,Late delivery,Standard Class,7/9/2015 23:44,598494
4,4,Shipping on time,Standard Class,9/15/2017 1:25,282928
4,4,Shipping on time,Standard Class,10/11/2015 8:32,192569
4,4,Shipping on time,Standard Class,7/24/2015 7:25,106157
3,4,Advance shipping,Standard Class,9/12/2017 10:32,478673
2,4,Advance shipping,Standard Class,10/17/2015 17:17,838354
6,4,Late delivery,Standard Class,8/31/2015 12:58,102050
2,4,Advance shipping,Standard Class,10/25/2015 9:13,408968
2,4,Advance shipping,Standard Class,8/31/2015 20:41,739987
3,4,Advance shipping,Standard Class,9/23/2015 4:32,537783
6,4,Late delivery,Standard Class,8/24/2017 21:04,527732
2,4,Advance shipping,Standard Class,7/15/2015 4:48,806985
5,4,Late delivery,Standard Class,9/3/2015 18:13,197841
4,4,Shipping on time,Standard Class,8/11/2017 21:37,517274
3,4,Advance shipping,Standard Class,9/25/2015 0:19,124826
4,4,Shipping on time,Standard Class,7/15/2017 0:27,558836
6,4,Late delivery,Standard Class,11/29/2016 6:44,241628
2,4,Advance shipping,Standard Class,12/19/2016 12:39,971195
2,4,Advance shipping,Standard Class,8/17/2015 18:36,655555
5,4,Late delivery,Standard Class,10/23/2015 2:23,628356
5,4,Late delivery,Standard Class,8/10/2015 9:09,448880
6,4,Late delivery,Standard Class,8/2/2017 16:33,837428
4,4,Shipping on time,Standard Class,10/26/2015 9:23,418373
4,4,Shipping on time,Standard Class,8/27/2015 12:59,146429
3,4,Advance shipping,Standard Class,7/16/2017 16:55,617357
3,4,Advance shipping,Standard Class,9/13/2015 20:19,536426
2,4,Advance shipping,Standard Class,6/29/2015 10:26,580390
6,4,Late delivery,Standard Class,8/4/2017 3:35,709658
6,4,Late delivery,Standard Class,7/9/2015 6:13,336046
3,4,Advance shipping,Standard Class,6/22/2015 11:51,152825
4,4,Shipping on time,Standard Class,8/27/2015 7:43,691622
5,4,Late delivery,Standard Class,7/13/2015 17:15,641806
2,4,Advance shipping,Standard Class,6/10/2015 0:28,187624
4,4,Shipping on time,Standard Class,9/5/2017 1:26,864820
5,4,Late delivery,Standard Class,7/7/2015 8:51,630603
2,4,Advance shipping,Standard Class,6/21/2015 4:29,282080
5,4,Late delivery,Standard Class,9/7/2016 15:57,635262
5,4,Late delivery,Standard Class,7/16/2015 22:19,918863
5,4,Late delivery,Standard Class,9/6/2015 4:02,772639
3,4,Advance shipping,Standard Class,8/23/2015 21:34,746350
6,4,Late delivery,Standard Class,6/13/2015 8:21,357605
5,4,Late delivery,Standard Class,8/10/2015 19:40,161709
2,4,Advance shipping,Standard Class,10/10/2015 15:22,107330
6,4,Late delivery,Standard Class,8/15/2015 11:36,502194
2,4,Advance shipping,Standard Class,9/11/2017 10:11,153930
3,4,Advance shipping,Standard Class,12/24/2016 8:06,989892
2,4,Advance shipping,Standard Class,7/24/2015 23:32,811738
3,4,Advance shipping,Standard Class,7/27/2015 5:40,845353
3,4,Advance shipping,Standard Class,10/21/2015 6:57,645656
3,4,Advance shipping,Standard Class,8/6/2015 14:24,542828
4,4,Shipping on time,Standard Class,8/5/2017 20:13,661653
2,4,Advance shipping,Standard Class,6/18/2015 23:56,147262
5,4,Late delivery,Standard Class,9/19/2015 19:36,884688
4,4,Shipping on time,Standard Class,6/16/2015 15:32,447821
6,4,Late delivery,Standard Class,11/27/2016 23:12,974154
6,4,Late delivery,Standard Class,7/14/2015 1:50,408168
4,4,Shipping on time,Standard Class,9/26/2015 14:41,502571
2,4,Advance shipping,Standard Class,6/5/2015 6:37,470610
2,4,Advance shipping,Standard Class,9/1/2015 21:12,999134
2,4,Advance shipping,Standard Class,7/18/2015 18:38,722659
3,4,Advance shipping,Standard Class,2/10/2017 8:44,513298
6,4,Late delivery,Standard Class,5/28/2015 15:44,473342
6,4,Late delivery,Standard Class,4/7/2015 1:16,657686
2,4,Advance shipping,Standard Class,3/23/2015 8:07,955192
2,4,Advance shipping,Standard Class,3/29/2015 21:46,115598
6,4,Late delivery,Standard Class,5/11/2017 15:05,692603
3,4,Advance shipping,Standard Class,5/23/2017 23:39,616079
2,4,Advance shipping,Standard Class,5/31/2017 3:30,795421
6,4,Late delivery,Standard Class,4/6/2017 5:30,666133
3,4,Advance shipping,Standard Class,2/6/2017 6:38,622050
2,4,Advance shipping,Standard Class,3/30/2017 4:17,825754
6,4,Late delivery,Standard Class,4/2/2015 16:10,167453
4,4,Shipping on time,Standard Class,3/5/2017 10:06,994197
6,4,Late delivery,Standard Class,6/3/2015 10:07,529265
5,4,Late delivery,Standard Class,2/6/2017 23:48,366782
3,4,Advance shipping,Standard Class,4/7/2015 0:02,785021
3,4,Advance shipping,Standard Class,5/12/2017 12:38,643189
2,4,Advance shipping,Standard Class,2/19/2017 18:52,115549
2,4,Advance shipping,Standard Class,4/28/2015 11:13,840337
4,4,Shipping on time,Standard Class,2/18/2015 2:44,306220
3,4,Advance shipping,Standard Class,4/20/2017 16:52,798853
5,4,Late delivery,Standard Class,3/6/2015 16:12,139108
5,4,Late delivery,Standard Class,1/22/2015 0:40,753888
5,4,Late delivery,Standard Class,5/13/2017 2:18,300756
6,4,Late delivery,Standard Class,5/1/2017 16:51,963499
4,4,Shipping on time,Standard Class,6/11/2017 7:09,139588
3,4,Advance shipping,Standard Class,5/15/2015 18:12,473659
5,4,Late delivery,Standard Class,4/3/2015 18:37,534263
4,4,Shipping on time,Standard Class,4/12/2015 13:00,180740
3,4,Advance shipping,Standard Class,1/11/2015 19:47,636136
6,4,Late delivery,Standard Class,2/11/2015 19:44,264816
4,4,Shipping on time,Standard Class,2/12/2017 4:21,497142
4,4,Shipping on time,Standard Class,5/3/2015 17:00,745177
4,4,Shipping on time,Standard Class,6/7/2017 5:04,579698
4,4,Shipping on time,Standard Class,5/26/2015 18:32,446113
3,4,Advance shipping,Standard Class,5/19/2015 15:03,493258
2,4,Advance shipping,Standard Class,5/24/2017 3:20,365373
2,4,Advance shipping,Standard Class,2/21/2015 6:24,122710
4,4,Shipping on time,Standard Class,1/25/2017 5:25,388544
6,4,Late delivery,Standard Class,2/2/2015 16:46,839589
3,4,Advance shipping,Standard Class,5/16/2015 2:58,585905
6,4,Late delivery,Standard Class,2/13/2017 18:32,743548
2,4,Advance shipping,Standard Class,5/11/2015 16:17,839757
6,4,Late delivery,Standard Class,5/12/2015 10:51,915473
5,4,Late delivery,Standard Class,3/18/2015 22:29,189131
2,4,Advance shipping,Standard Class,2/25/2017 1:00,463113
5,4,Late delivery,Standard Class,5/10/2015 22:14,732819
4,4,Shipping on time,Standard Class,5/22/2015 9:26,503707
3,4,Advance shipping,Standard Class,4/18/2017 10:34,656973
6,4,Late delivery,Standard Class,3/10/2015 11:07,251695
5,4,Late delivery,Standard Class,6/3/2017 16:48,415344
2,4,Advance shipping,Standard Class,4/25/2015 23:40,889852
6,4,Late delivery,Standard Class,2/4/2015 16:04,435132
4,4,Shipping on time,Standard Class,1/30/2015 20:48,165560
4,4,Shipping on time,Standard Class,5/5/2017 10:32,392031
6,4,Late delivery,Standard Class,2/4/2015 10:49,389750
2,4,Advance shipping,Standard Class,3/5/2017 20:57,527892
3,4,Advance shipping,Standard Class,2/10/2015 16:14,522748
3,4,Advance shipping,Standard Class,4/26/2015 18:45,958898
5,4,Late delivery,Standard Class,3/7/2017 0:28,369244
2,4,Advance shipping,Standard Class,3/19/2017 14:17,252138
6,4,Late delivery,Standard Class,5/6/2015 23:28,438752
4,4,Shipping on time,Standard Class,1/17/2015 13:59,341059
2,4,Advance shipping,Standard Class,6/7/2017 1:54,695289
6,4,Late delivery,Standard Class,2/21/2017 1:43,943771
6,4,Late delivery,Standard Class,4/12/2015 0:23,826560
4,4,Shipping on time,Standard Class,4/30/2015 6:40,183855
5,4,Late delivery,Standard Class,3/19/2017 8:30,300953
6,4,Late delivery,Standard Class,1/8/2015 22:56,845536
5,4,Late delivery,Standard Class,5/29/2015 11:11,189846
6,4,Late delivery,Standard Class,1/18/2015 15:55,446111
6,4,Late delivery,Standard Class,2/2/2017 5:46,748933
6,4,Late delivery,Standard Class,4/5/2015 15:59,899910
6,4,Late delivery,Standard Class,5/1/2015 19:06,247528
2,4,Advance shipping,Standard Class,5/19/2015 8:13,765898
5,4,Late delivery,Standard Class,4/23/2015 22:05,636350
5,4,Late delivery,Standard Class,2/27/2015 23:03,265843
2,4,Advance shipping,Standard Class,4/28/2017 1:58,922642
3,4,Advance shipping,Standard Class,3/24/2015 3:13,413229
3,4,Advance shipping,Standard Class,5/23/2017 0:53,900207
6,4,Late delivery,Standard Class,3/20/2015 16:21,813395
4,4,Shipping on time,Standard Class,6/3/2017 20:29,334948
4,4,Shipping on time,Standard Class,3/16/2015 4:06,454187
3,4,Advance shipping,Standard Class,1/5/2015 13:08,913616
5,4,Late delivery,Standard Class,3/7/2015 9:43,802422
3,4,Advance shipping,Standard Class,3/26/2015 21:47,956419
5,4,Late delivery,Standard Class,4/19/2017 12:29,552763
3,4,Advance shipping,Standard Class,3/19/2015 11:06,412524
2,4,Advance shipping,Standard Class,4/22/2017 7:35,898331
4,4,Shipping on time,Standard Class,1/16/2015 2:57,361936
3,4,Advance shipping,Standard Class,3/29/2015 9:20,148150
6,4,Late delivery,Standard Class,5/2/2017 5:07,875931
5,4,Late delivery,Standard Class,1/12/2015 16:27,234544
3,4,Advance shipping,Standard Class,4/1/2015 19:40,579810
3,4,Advance shipping,Standard Class,3/29/2017 14:06,866011
3,4,Advance shipping,Standard Class,2/14/2015 20:05,446729
5,4,Late delivery,Standard Class,2/11/2015 5:54,285908
6,4,Late delivery,Standard Class,6/1/2015 12:35,256314
5,4,Late delivery,Standard Class,2/28/2017 19:34,861384
3,4,Advance shipping,Standard Class,2/19/2015 10:26,201539
6,4,Late delivery,Standard Class,4/21/2015 6:51,488226
5,4,Late delivery,Standard Class,1/22/2015 18:11,299474
5,4,Late delivery,Standard Class,4/3/2015 15:07,219657
5,4,Late delivery,Standard Class,3/5/2015 8:40,702581
5,4,Late delivery,Standard Class,3/25/2015 13:54,199437
6,4,Late delivery,Standard Class,2/12/2017 0:30,878619
2,4,Advance shipping,Standard Class,5/24/2017 13:50,369409
5,4,Late delivery,Standard Class,5/20/2017 2:28,395415
2,4,Advance shipping,Standard Class,1/20/2017 17:10,690339
6,4,Late delivery,Standard Class,1/26/2015 14:51,360412
6,4,Late delivery,Standard Class,4/7/2015 18:47,218621
3,4,Advance shipping,Standard Class,3/13/2015 9:42,639266
5,4,Late delivery,Standard Class,5/15/2015 2:05,556941
6,4,Late delivery,Standard Class,3/19/2017 10:05,445330
3,4,Advance shipping,Standard Class,5/7/2015 14:01,621456
3,4,Advance shipping,Standard Class,5/12/2015 20:08,747901
4,4,Shipping on time,Standard Class,1/8/2015 19:47,657673
3,4,Advance shipping,Standard Class,5/10/2017 4:34,205401
3,4,Advance shipping,Standard Class,2/17/2015 0:38,373750
4,4,Shipping on time,Standard Class,3/7/2015 8:08,285419
4,4,Shipping on time,Standard Class,3/28/2015 6:53,660867
2,4,Advance shipping,Standard Class,1/11/2015 18:12,357160
2,4,Advance shipping,Standard Class,4/12/2015 16:51,333577
4,4,Shipping on time,Standard Class,5/29/2015 6:06,841847
3,4,Advance shipping,Standard Class,3/4/2017 18:30,303949
2,4,Advance shipping,Standard Class,2/12/2015 1:41,146670
